Nombre,Precio USD,Dirección,M2 Totales,Ambientes,Baños
GARDEN INN 1 - DEPART. 2 DORM. VISTA RÍO,Solicitar precio,Garden Inn 1 - Puerto Santa  Fe - 1 de Enero 2400,93,3,2
Departamento 1 dorm. Torre Lyon,Solicitar precio,Catamarca 3100,50,2,1
VENTA DPTO. BOULEVARD TORRE CAPRI.,Solicitar precio,Boulevard Pellegrini 3100,87,3,2
PORTOFINO - DPTO. 1 DORM.,Solicitar precio,Francisco Miguens 100,47,2,1
AMARRAS CENTER 4 - PISO 22A -  2 DORM. C/VISTA RIO,Solicitar precio,Amarras Center 4 - Puerto de Santa Fe - Sara Pinasco de Julierac 1800,81.5,3,2
Departamento 2 dorm. Torre Lyon,Solicitar precio,Catamarca 3100,80,3,2
VENTA DPTO. 1 DORMITORIO EN RECOLETA,Solicitar precio,25 de Mayo 3200,48,2,1
GARDEN INN TORRE 3 PISO 2 E - 2 DORM. C/VISTA RÍO,Solicitar precio,Garden Inn 3 - Puerto de Santa Fe - 1 de Enero 2400,93,3,2
GARDEN INN TORRE 3 - 2 DORM. NOR-OESTE,Solicitar precio,Garden Inn 3 - Puerto de Santa Fe - 1 de Enero 2400,93,3,1
AMARRAS CENTER 3 PISO16 C - 1 DORM. C/VISTA AL RÍO,Solicitar precio,Amarras Center 3 - Puerto Santa Fe - Sara Pinasco de Julierac 1800,58,2,1
PLANTA BAJA A REFACCIONAR EN CANDIOTI NORTE,50.000,Córdoba 1200,101,7,2
DEPARTAMENTO 1 DORMITORIO Bº CANDIOTI FINANCIADO,90.500,Alvear 3700,56,2,1
Departamento de 2 dormitorio en venta,100.000,Francia 1200,50.56,3,1
"LOTE 200 M2 , ANGEL GALLARDO,LOTEO SAN MIGUEL",20.000,Dr. Ángel Gallardo 0,,,
Se Vende local comercial en Rio Arriba Work Center,69.000,Rosaura Schweizer 1500,43,,1
Se Vende local comercial en Rio Arriba Work Center,65.000,Rosaura Schweizer 1500,41,,1
"VENTA CASA DE CATEGORIA EN GUADALUPE, DEFENSA 7000",280.000,Defensa 7000,250,8,4
SE VENDE TERRENO DE 10X25 MTS,15.000,Aristóbulo del Valle 3200,,,
Terreno en venta barrio nueva esperanza,28.000,Piedrabuena 1700,,,
Terreno en venta,18.000,Piedrabuena 1700,,,
Lote Nº 143 Praderas El Chaquito. 10m x 20m,16.000,Dr. Angel Gallardo 100,,,
Se vende lote en country La Linda.,Solicitar precio,Colectora Countrys S/N,,,
Se vende lote 45 en Country La Linda.,Solicitar precio,Colectora Countrys S/N,,,
Se vende casa a metros de avenida.,Solicitar precio,Villegas 3100,185,5,1
Se vende manzana completa lista para lotear,120.000,Frutos 4800,,,
CASA DE 2/3 DORMITORIOS EN VENTA EN SANTO TOME,Solicitar precio,Almirante Brown 1500,140,6,1
SE VENDE CASA EN SANTO TOME!!,67.000,Arenales 2400,303,4,1
SE VENDE TERRENO EN SANTO TOME,Solicitar precio,Arenales 2300,,,
SE VENDE TERRENO EN SANTO TOME!,40.000,Alsina 3900,,,
SE VENDE HERMOSO TERRENO SOBRE ASFALTO,Solicitar precio,Maletti 3100,,,
"Casa Quinta Colastiné, 2 Dorm., 4 ambientes.",39.500,Calle los Guayacanes 0,127,4,1
Casa a la Venta en el corazón de Villa California,95.000,Los Pinos 1600,150,4,2
Casa con Gran Parque y pileta en la ciudad-,130.000,Llerena 2900,176.43,4,2
VENTA de CASA ANTIGUA EN BARRIO CONSTITUYENTES,Solicitar precio,4 de Enero 2900,311,6,1
"Lote a la venta en Lagos del Leyes. R1 Km 15,5",13.500,Ruta Provincial 1 100,,,
DEPARTAMENTO 3 DORM. A 50M DE AV. ARISTOBULO-VENTA,58.000,Castelli 2300,68.28,5,1
PORTOFINO DEPARTAMENTO 1 Dorm P. 1 - G a Estrenar!,Solicitar precio,"Dique Ii, Puerto de Santa Fe,  1º de Enero S/n 0",47,2,1
AMARRAS CENTER 2 PISO 20 A - 2 DORM. C/VISTA RIO,Solicitar precio,Amarras Center 2 - Puerto de Santa Fe - Sara Pinasco de Julierac 1800,81.5,3,2
AMARRAS CENTER 4 PISO 22 C - 1 DORM. VISTA AL RÍO.,Solicitar precio,Amarras Center 4 - Puerto de Santa Fe - Sara Pinasco de Julierac 1800,58,2,1
AMARRAS CENTER 2 PISO 23 B - A ESTRENAR VISTA RIO.,Solicitar precio,Amarras Center 2 - Puerto de Santa Fe - Sara Pinasco de Julierac 1800,81.5,3,2
GARDEN INN TORRE 1 DEPTO. 1 DORM. C/VISTA AL RÍO,Solicitar precio,Garden Inn 1 - Puerto de Santa Fe - 1 de Enero 2400,55,2,1
GARDEN INN TORRE 2 PISO  2 A- 2 DORM. C/VISTA RÍO,Solicitar precio,Garden Inn 2 - Puerto de Santa Fe - 1 de Enero 2400,93,3,2
Excelentes Lotes a la venta Sauce Viejo,21.000,Canadá S/N,,,
Casa Quinta en Venta con Terreno de 1280m²,103.000,Calle los Benteveos 2100,153,3,1
Gran Terreno a la venta en Colastiné  R1 km2,26.000,Los Zorzales 6400,,,
SE VENDE CASA EN SAN JOSÉ DEL RINCÓN!!!,69.000,Brigadier Lopez 2000,113,4,3
VENTA CASA FINCAS DEL RINCON,180.000,Estrada Bello 100,899,4,2
Venta casa en Sauce Viejo,20.000,Calle 15 1900,63,2,1
CASA 3 DORMITORIOS - SARGENTO CABRAL,165.000,Marcial Candioti 4700,229,4,2
VENTA CASA MODERNA EN BARRIO CANDIOTI.,360.000,República de Siria 3700,306,7,3
Terreno en Rincón Norte,30.000,Callejon Vega S/N,,,
VENTA QUINTA GRAN TERRENO ARROYO LEYES,69.000,Calle 16 100,110,3,1
LOTE COUNTRY ESTANCIA SAN JOSE,Solicitar precio,"Autovía 19 Km 6.0,  Comuna San Jose S/N",,,
"CASA DE 3 D, PILETA, QUINCHO Y COCHERA EN CANDIOTI",Solicitar precio,Lavalle 3600,300,7,2
VENTA. Piso exclusivo con cochera en Recoleta,330.000,Santiago del Estero 2600,384,8,3
Venta Casa con Gran Patio - Excelente Ubicación,129.000,Cristobal Colon 2000,135,4,1
Venta Casa con 2 dormitorios y cochera,38.000,Juan Díaz de Solís 5500,162,3,1
DEPARTAMENTO 2 DORMITORIOS BARRIO SARGENTO CABRAL,63.000,Alvear y Ruperto Godoy 5600,56,3,1
VENTA LOTE EXCELENTE ZONA SANTO TOME.,28.000,Maletti Entre Castelli y Moreno S/N,,,
Lote 1 de 310m² en Sauce Viejo | CON FINANCIACIÓN,12.500,Lote 1 - Sauce Viejo - Calle 47 y 16 S/N,,,
Lote 4 de 328m² en S. Viejo (Los Conquistadores),12.700,Lote 4 - Sauce Viejo - Calle 47 y 16 S/N,,,
COCHERA A METROS DE BV PELLEGRINI,14.000,9 de Julio 3400,12.5,,
VENTA CASA EN ZONA GORRITI Y FACUNDO ZUVIRIA,21.000,Berutti 3500,258,4,1
VENTA SALÓN COMERCIAL,300.000,Presidente Julio A. Roca 3100,402.61,,1
SE VENDE CASA EN SANTO TOME APTA A CREDITO,105.000,Oroño 2300,144.83,7,1
"Depto. 2 Dorm, piso 8 al Frente, balcón+Cochera",125.000,Saavedra 2000,88,3,1
Casa de 4 dormitorios cochera patio zona Costanera,Solicitar precio,J. P. López 400,243,7,4
Terrono en Gobernador Candioti con financiamiento,14.000,Juan Jose Paso 1200,,,
CASA A ESTRENAR EN GUADALUPE,73.000,Padre Genesio 1200,108,3,2
SE VENDEN TRES HA EN SANTO TOME,150.000,Libertad 4500,,,
Venta Terreno - Brisas del Lujan Mauri 3100,32.000,Maletti 3100,,,
Venta Terreno- Brisas del Lujan - Mauri 3100,27.000,Mauri 3100,,,
Venta Terreno - Brisas del Lujan Mauri 3100,23.400,Laprade 3100,,,
Se Vende PH calle san juan 1200,57.500,San Juan 1200,335,5,2
"Terreno, TEMBE I PORA. Con mejoras y construcción",14.800,Calle 6 1600,,,
Departamento en la peatonal de 1 dormitorio,57.000,San Martin 1800,38,2,1
Se vende casa de categoria en Santo Tome,Solicitar precio,Avenida Lujan 3700,831,6,2
Se vende lote sobre el Rio - Sauce Viejo,Solicitar precio,Presidente Julio Argentino Roca S/N,,,
VENTA TERRENO NUEVOS AIRES -  BARRIO 6,55.000,"Barrio 6, Manzana 10, Lote 1 S/N",,,
Se vende departamento de 3 dormitorios mas cochera,120.000,Juan de Garay 2800,84,4,1
Se Vende Lote en Santo Tome,Solicitar precio,Avenida Richieri S/N,,,
Venta casa sobre Calle Roverano Santo Tome,45.000,Roverano 3100,53,2,1
Venta de Terreno en Arroyo Aguiar (en ochava),17.000,Calle Desconocida  S/N,,,
"Terreno en Nuevos Aires, barrio La Isla de 1000m2",75.000,Autopista Rosario - Santa Fe S/N,,,
Venta Departamento 2 dormitorios a Estrenar,76.800,Avellaneda 5300,64,3,1
VENTA DPTO DE 2 DORMITORIOS Y BALCÓN AL FRENTE,71.100,Pasaje Ingenieros 4900,54.68,3,1
"Casa 2 dormitorios, cochera, patio en Recreo",68.000,Calle Presbitero Martínez 1000,261,5,1
Casa Santo Tome Apta Crédito,55.000,12 de Septiembre 1100,408.72,4,2
VENTA CASA INTERNA 3 DORMITORIOS,45.000,Gobernador Freyre 6400,140,4,1
DPTO 1 DORMITORIO A ESTRENAR,65.000,Urquiza 1000,55.65,2,1
SE VENDE CASA EN ESQUINA SANTO TOME,57.000,Jose Macias 2500,105,3,1
Venta de local comercial y casa en Nelson,70.000,Avda Santa Fe y Aragon 100,350,,1
DPTO PLANTA BAJA 2 DORMITORIOS,49.500,Gaboto 2000,61,3,1
DPTO PLANTA BAJA,49.500,Gaboto 2400,61,3,1
Casa en Venta en barrio Candioti Norte,150.000,Alberdi 4400,159,6,2
SE VENDE PROPIEDAD  A METROS DE AZCUENAGA,48.000,Pelegrini 3000,201,4,1
Venta Casa con Gran Terreno Ideal Inversores,45.000,Juan Díaz de Solís 5600,270,5,1
VENTA INMUEBLE C 6 DEPARTAMENTOS: IDEAL INVERSION!,65.000,Estanislao Zeballos 3000,151,1,6
CASA A REMODELAR CON GRAN TERRENO GUADALUPE ESTE,320.000,Espora 400,400,12,5
DEPTO. DE 1 DORM. Y BALCÓN AL CONTRAFRENTE,56.000,Iturraspe 2000,37,2,1
CASA QUINTA COLASTINE SUR. A 5 MIN. DE SANTA FE,85.000,Bohanes 100,110,5,1
Venta de Galpon en Nelson,25.000,Aragon 100,210,,1
"SE VENDE TERRENO DE 10,20X28 EN PJE. PUBLICO 9300",13.000,Bernardo de Irigoyen 9200,,,
"CASA DE 3 DORMITORIOS, 2 COCHERAS, PATIO EN RECREO",Solicitar precio,Estanislao López 1300,300,6,2
Se VENDE Terreno Semi techado Uruguay al 3600,45.000,Uruguay 3600,,,
VENTA DPTO 2 DORMITORIOS IDEAL PARA INVERSIÓN,53.000,Obispo Boneo 2600,58.25,6,1
VENTA PILAY ADJUD. 2 DORM PARQUE FEDERAL PARA 2025,45.000,Calle Desconocida  0,69,6,1
VENTA LOFT ZONA CENTRO,72.000,Irigoyen Freyre 2200,44.3,1,1
VENTA DPTO 1 DORMITORIO ZONA CENTRO,95.900,Irigoyen Freyre 2200,51.8,2,1
VENTA DPTO 1 DORMITORIO ZONA CENTRO,86.310,Irigoyen Freyre 2200,51.8,2,1
TERRENO EN ARROYO LEYES,20.500,Callejon Vidal 9900,,,
TERRENO EN ARROYO LEYES,20.500,Callejon Vidal 9900,,,
TERRENO EN ARROYO LEYES,20.500,Callejon Vidal 9900,,,
TERRENO EN ARROYO LEYES,20.500,Callejon Vidal 9900,,,
DTO DE UN DORMITORIO CON COCHERA EN GUADALUPE,65.000,Regimiento 12 de Infanteria 200,50,2,1
VENTA DE LOTE EN HUMBOLDT,30.000,Guemes 9900,,,
VENTA DE LOTE EN HUMBOLDT,25.000,Guemes 9900,,,
"VENTA DPTO. 1 DOR. TORRE ""FENIX"" BVARD PELLEGRINI",155.000,Boulevard Pellegrini 2700,52.31,2,1
SE VENDE CASA 2 DORMITORIOS - BARRIO LA ESMERALDA,65.000,Alfonsina Storni 2900,419.7,6,1
CAMPO AGRÍCOLA EN MONTE VERA,110.000,Calle Desconocida  S/N,8.57,,
COCHERA A LA VENTA A METROS DE AV. FREYRE,Solicitar precio,Tucumán 3400,13.14,,
Oportunidad de Inversión: Lote en Ruta 11,25.000,Ruta Nacional 11 3400,,,
Cochera Cubierta Palacio Pellegrini,Solicitar precio,Boulevard Pellegrini 2400,15,,
Desarrollo a la venta en Guadalupe,60.000,Pasaje Avellaneda 0,,,
Departamento 3 dormitorios Barrio Candioti,185.500,Alvear 3700,96.72,4,2
Depto interno con Patio seco en B° Sargento Cabral,38.000,Gorostiaga 1600,37.3,2,1
OPORTUNIDAD DEPARTAMENTO UN DORMITORIO MACROCENTRO,49.000,Catamarca 3300,36.58,3,1
Departamento 2 dormitorios Unidad Funcional 1,49.500,Gaboto 2400,73.97,3,1
SE VENDE LOTE DE 810M2 EN SOLARES DEL PAUCKE,Solicitar precio,Autopista Rosario - Santa Fe Solares del Paucke S/N,,,
LOTE EN SANTO TOMÉ EN VENTA,10.000,Remedios de Escalada de San Martín 1100,,,
Casa  interna de 2 dorm  + Monoambiente,63.000,Córdoba 3100,214.6,5,2
Se vende casa a pocas cuadras de Avda. Peñaloza,42.000,Alberti 3700,68,4,1
REMAX VENDE CASA QUINTA EN SAUCE VIEJO,30.000,Azopardo 1000,85,4,1
"CELESTINO XVIII, SEMI-PISO 2 DORM Y COCHERA.",130.000,Güemes 3200,81.59,3,2
CASA CON HERMOSO TERRENO PARQUIZADO,30.000,Callee N 18 y Pasaje 45 Bis 3000,283,2,1
CAMPO EN VENTA - RECREO - 3.15 HA.,40.000,"9 de Julio, Recreo S/N",,,
HECTAREAS EN VENTA - RECREO,150.000,Juan Bautista Alberdi S/N,,,
"LOTE EN SAUCE VIEJO, CALLE 14. MEDIDAS 10X20M",8.000,Calle 14 Lote 6 S/N,,,
"LOTE EN SAUCE VIEJO, CALLE 14. MEDIDAS 10X20M",8.000,Calle 14 Lote 5 S/N,,,
Se vende quinta en Sauce Viejo,46.000,Calle Ceibos 1300,350,3,1
SE VENDE DEPTO 2 DORM ENTRE AVENIDAS SANTA FE,65.000,San Lorenzo 2400,54,3,1
Se vende Plan Pilay Adjudicado.,27.000,Saavedra 2000,50,2,1
Departamento 1 dormitorio Edif FENIX,175.000,Boulevard Pellegrini 2700,40.4,2,1
Departamento de 2 dormitorios y cochera,220.000,Boulevard Pellegrini 2700,81,4,2
Casa amplia en Santo Tomé,67.000,Houssay 3100,180,6,2
Venta departamento 2 dormitorios impecable!!!,70.000,Monseñor Zazpe 3200,52.67,3,1
Terreno en Sauce Viejo,10.000,Pasaje 45bis S/N,,,
SE VENDE CASA - ZONA CENTRO DE SANTO TOMÉ,Solicitar precio,Salta 2200,230,3,1
CASA DE CATEGORÍA GUADALUPE RESIDENCIAL,Solicitar precio,Ayacucho 0,287,8,3
"DEPARTAMENTO DE UN 1 DORMITORIO, COCHERA Y PATIO",40.000,Necochea 5900,57,2,1
Casa en Venta  Barrio Guadalupe,72.000,Italia 7500,127.71,4,1
EN VENTA DPTO INTERNO PLANTA ALTA PLENO CENTRO,69.000,Eva Perón 2600,70,3,1
Venta de Galpón 476 m2 sobre Blas Parera,Solicitar precio,Avenida Blas Parera 5600,516,,1
"Venta de Dpto 2 dorm., P. BAJA a estrenar FINANCIA",85.000,Urquiza 1100,52,3,1
Venta de Departamento 2 dorm. a estrenar! FINANCIA,80.000,Urquiza 1100,50,3,1
"Venta de Dpto 2 dorm., P. BAJA a estrenar FINANCIA",85.000,Urquiza 1100,52,3,1
Venta de Departamento 2 dorm. a estrenar! FINANCIA,80.000,Urquiza 1100,50,3,1
Venta de Departamento 2 dorm. a estrenar! FINANCIA,75.000,Urquiza 1100,50,3,1
LOTE CON CONSTRUCCION,28.000,Luis Leon de los Santos 1800,,,
Venta de Departamento 2 dorm. a estrenar! FINANCIA,75.000,Urquiza 1100,50,3,1
Terreno Int. Ideal para Construcción - Av. Galicia,39.500,Avenida Galicia 1600,,,
"Casa en Venta en Las Paltas, Colastiné, km 3",80.000,Las Diamelas 5100,860,3,1
campo con casa a refaccionar en Recreo,180.000,Pco S/N,,,
Lote con construcción en Santa Fe,17.000,Servando Bayo 3000,206,2,1
"CASA 2 DORMITORIOS ,COCHERA,PATIO AMPLIO, STO TOME",35.000,Corrientes 1100,600,2,1
Casa con amplio terreno en Monte Vera (L6),58.000,Entre Rios 2200,75,3,1
LOTE EN MONTE VERA (En esquina L4),45.000,Entre Rios 2200,,,
LOTE 5 CON CONSTR. A DEMOLER O REFAC. MONTE VERA,38.000,Entre Rios 2200,,,
Venta de Terreno con gran ubicación en Santo Tome,Solicitar precio,Gaboto 1400,,,
MACRO LOTE SOBRE EL RÍO,Solicitar precio,"Loteo Uspallata, Z/sauce Viejo S/N",,,
"EDIFICIO ""DUOMO""  3 DORMITORIOS",365.000,9 de Julio 2400,137.54,7,2
TORRE JULIA 2 dormitorios en construcción,236.000,9 de Julio 2600,166.75,3,2
VENTA DEPARTAMENTO 2 DORMITORIOS Y COCHERA CENTRO,Solicitar precio,San Lorenzo 2200,54,3,1
VENTA DEPARTAMENTO 2 DORM Y COCHERA PLANTA BAJA,78.000,San Lorenzo 2200,66,3,1
Venta Local zona centro 300 mtrs cubiertos,390.000,Salta 2700,300,,2
VENTA DEPARTAMENTO INTERNO EN B° CANDIOTI NORTE,75.000,Castellanos 2200,84,3,1
"VENTA casa en Alte. Brown 2260, Santo Tome",Solicitar precio,Almirante Brown 2200,233,4,2
Dpto Piso 3 Dormitorios | TORRE CAPITAL |,370.000,Avenida General López 2800,188,6,3
Dpto 2 Dormitorios | TORRE CAPITAL |,174.000,Avenida General López 2800,91,4,2
VENTA CASA EN ARROYO LEYES,65.000,"Ruta 1 Km 16,2 - Manzana 2 0",656,4,2
"Casa 1 dormitorio, cochera, 2 locales, cochera",80.000,Avenida Bartolomé Mitre 1000,250,5,1
"Venta PH de 1 dormitorio, patio en Guadalupe Oeste",32.000,Pje Koch 1100,121,2,1
CAM 100 VENTA DEPARTAMENTO 1 DORM. CON AMENITIES,135.000,Alvear 2600,56,2,1
Depto. de 2 dormitorios y cochera en venta,Solicitar precio,Domingo Silva 2900,74,3,1
VENTA DE CASA 3 DORMITORIOS COCHERA DOBLE,Solicitar precio,Azcuénaga 4700,132,6,2
"B° Nueva Santa Fe, Terreno en Venta",20.000,San Lorenzo S/N,,,
CAM 100 VENTA DEP. C/VISTA AL RIO 2 DORM. 2 BAÑOS,250.000,Alvear 2600,97,3,2
VENTA DE TERRENO EN LAGOS DEL LEYES,12.900,Calle Publica S/N,,,
Venta de lote en Sauce Viejo. Bª Adelina este,12.000,8 S/N,,,
GALPON CON COCHERAS CUBIERTAS EN SARGENTO CABRAL,145.000,José Quintana 1800,502,,1
VENTA DE DEPARTAMENTO 1 DORMITORIO EN GUADALUPE,90.000,Riobamba 7200,61.23,2,1
VENTA COCHERA ZONA CENTRO - SANTA FE,20.580,Monseñor Zazpe 2400,12.5,,
Casa Quinta con amplio patio en Arroyo Aguiar,Solicitar precio,Belgrano 100,79,4,1
SE VENDE DEPARTAMENTO,39.000,Pasaje Barros 3300,58,2,1
AMARRAS CENTER IV SEMIPISO 19A C/VISTA RÍO 3 DORM,300.000,Amarras Center 4 - Puerto Santa Fe - Sara Pinasco de Julierac 1700,141,5,2
Venta casa interna+lote de grandes medidas B°Roma,62.000,Roque Sáenz Peña 2300,138,4,1
VENTA COCHERA EN METRO PARKING,7.500,Rivadavia 3100,25,,
SE VENDE DE PLAN DE AHORRO PILAY,20.000,Suipacha 2700,45,1,1
"CASA 2 DORM. COC.COM, BARRIO LAS MERCEDES RECREO",37.000,Dr Luis Agote 0,80,3,1
VENTA DE TERRENO EN SAUCE VIEJO,22.000,Calle Desconocida  S/N,,,
CASA EN VENTA SANTO TOME 3 DORMITORIOS.,Solicitar precio,Pasaje Oroño 2300,94,4,2
Venta terreno con construcción en Santo Tomé,7.900,Lavaisse y Colón Santo Tomé S/N,,,
VENTA CASA-QUINTA 2 DORM.  CON PILETA EN RINCÓN,75.000,Callejon Vega 1200,287,4,2
Lote BRISAS DE LUJAN,23.000,Laprade S/N,,,
VENTA lote - BRISAS DE LUJAN,Solicitar precio,Maletti 3100,,,
VENTA Terreno-Loteo Brisas del Luján-Laprade 3100,23.400,Laprade 3100,,,
Lote BRISAS DE LUJAN,22.600,Mauri S/N,,,
LOTES EN VENTA - Monte Vera - Loteo LA MERCED,24.000,Entre Rios 2200,,,
Venta de Terreno en Arroyo Aguiar,17.000,Mendoza S/N,,,
TERRENO  - SAN TOMAS - CIELO,90.000,Autopista Rosario - Santa Fe S/N,,,
FONDO DE COMERCIO ALMACEN DE BIRRA CALLE MAIPU,45.000,Maipú 1600,130,,2
Venta Terreno de amplias dimensiones en Ruta 1,110.000,Calle Bañaderos S/n S/N,,,
Venta plan pilay adjudicado con Posesión 1 dorm,35.000,Gobernador Crespo 3200,51,2,1
"VENTA CASA 2 DORM, COCHERA Y PATIO REFACCIONADA",77.000,Belgrano 7200,154,4,1
VENTA LOTE QUILOAZAS BARRIO PRIVADO,45.000,Teófilo Madrejón - Ruta Prov. 1 0,,,
Casa en venta: lujo único en barrio constituyentes,Solicitar precio,Saavedra 2600,407,10,4
CASA TRES DORMITORIOS RECREO,79.000,Pbro. Martínez 1000,81,3,1
VENTA DE OFICINAS CON BAÑO Y PATIO en el CENTRO,80.000,Hipólito Yrigoyen 2300,200,,1
Venta de Departamento en Barrio Roma,Solicitar precio,Juan Díaz de Solís 3000,100.75,4,1
DEPARTAMENTO DE 2 DORMITORIOS Y BALCÓN ZONA CENTRO,184.200,Monseñor Zazpe 2400,112,3,2
DEPTO DE 1 DORMITORIO Y BALCÓN ZONA CENTRO,98.700,Monseñor Zazpe 2400,56,2,1
VENTA Casa en Santo Tome,40.000,Republica de Chile S/n 4100,83.25,3,1
Casa de categoría en barrio Constituyentes,340.000,Urquiza 3000,369,7,3
"Venta de Casa Macrocentro 3 dor, 2 cocheras",250.000,Francia 2400,193,5,2
"CASA EN VENTA SAUCE VIEJO, 3 DORM, PISCINA.",65.000,Ambere 1500,339,4,2
"VENTA GALPÓN, SALÓN y 4 DEPARTAMENTOS B° CANDIOTI",270.000,Avellaneda 4400,552,,4
Lote a 200 mts de Ruta 1,25.000,San Martín S/N,,,
Venta de casa + duplex,60.000,Pedro Zenteno 3200,90,4,2
HERMOSA QUINTA RUTA 1 ARROYO LEYES,60.000,Calle Picaflor 0,71.2,2,1
Casa en barrio Constituyentes,160.000,Junín 3300,149,5,1
COCHERA EN TORRE ADAGIO!,12.000,La Rioja 2400,12,,
"Venta casa Candioti 3 dorm, cochera patio y pileta",Solicitar precio,Calchines 1700,202,4,2
Venta Departamento 1 Domitorio,40.000,Doctor Zavalla 1000,39,2,1
gran oportunida de venta galpón,90.000,San Jerónimo 7500,235,,1
SE VENDE CASA EN SANTO TOME,82.000,Macia 3200,200.24,4,1
TERRENO A LA VENTA EN Barrio privado LA RESERVA,85.000,Calle Desconocida  S/N,,,
DEPARTAMENTO DE 1 D EN BIGGER POP,90.000,Sara Faisal 1800,52,2,1
DEPARTAMENTO EN BOULEVARD CENTER,100.000,San Martín 3600,50,2,1
DPTO DE 2 DORMITORIOS CON VISTA A LA LAGUNA¡¡¡,200.000,Laprida 3400,110,4,2
CASA DUPLEX 2 DORMIT COCHERA.PATIO A ESTRENAR,65.000,Alvear 8200,144,3,1
DEPARTAMENTO DUPLEX 2 DORM.COCHERA-PATIO-ESTRENAR,65.000,Alvear 8200,144,3,1
VENTA TERRENO EN ZONA RESIDENCIAL SANTO TOME,40.000,Pasaje Briggiler 1800,,,
Venta oficina y deposito frente al puerto Santa Fe,530.000,Cruz Roja Argentina 1700,576,,2
Se vende propiedad céntrica en Santo Tome 3 dorm.,Solicitar precio,Centenario 2100,230,4,2
"COCHERA EDIFICIO "" DUOMO""",32.637.379ARS,9 de Julio 2400,16,,
AMARRAS CENTER 4 SEMIPISO 26A - 3 DORM.C/VISTA RÍO,Solicitar precio,Amarras Center 4 - Puerto Santa Fe - Sara Pinasco de Julierac 1800,140,5,2
Casa de categoría 4 dormitorios Bº centro en venta,Solicitar precio,Avenida General López 2500,285,7,3
Venta depto 1 dorm.+coch. a estrenar Torre Capri.,Solicitar precio,Boulevard Pellegrini 3100,56,2,1
Venta Casa 3 dorm French 4925,43.000,D. French 4900,120,4,2
DEPARTAMENTO 1 DORMITORIO ZONA CENTRO SUR,59.000,1 de Mayo 1600,45,2,1
Monoambiente calidad PREMIUM Bº Candioti Norte.,Solicitar precio,Luciano Molinas 1400,32,1,1
SE VENDE CASA DE 2 DORMITORIOS Y COCH. EN M SELVA,79.000,Sarmiento 6500,186.5,4,1
LOTE DE GRANDES DIMENSIONES CON CASA DEMOLER,170.000,Alvear 4100,400,3,1
Se vende Interno 2 dormi. C/ Patio en Ma Selva.,41.500,Martín Zapata 2000,100,4,1
Venta de lotes de 15x40 en Arroyo Leyes km 23,9.000,Calle Las Urracas S/N,,,
VENTA LOTES 15X40 EN ARROYO LEYES KM 23,9.000,Calle Las Urracas S/N,,,
VENTA CASA QUINTA CON PILETA EN ARROYO LEYES KM 23,55.000,Calle Las Urracas Km 23 100,600,3,2
MONOAMBIENTE CON COCHERA BARRIO CANDIOTI,55.000,Iturraspe 2000,44,1,1
"Casa 3 dormitorios, cochera y piscina. Santo Tomé.",140.000,Pasaje Juan de Dios Mena 1300,144,4,2
SE VENDE GRAN TERRENO CON CONSTRUCCION,30.000,62 0,,,
Monoambiente calidad PREMIUM en Bº Candioti Norte.,55.000,Luciano Molinas 1400,46,1,1
Monoambiente calidad PREMIUM en Barrio Candioti.,55.000,Luciano Molinas 1400,47,1,1
"El Paso, espectacular propiedad",590.000,Club de Campo el Paso 0,428,8,3
Venta Terreno con plano y permiso de obra aprobado,65.000,Alberti 1600,,,
VENTA CASA 2 DORMITORIOS CON PATIO,50.000,Santiago de Chile 5700,384.75,6,1
VENTA DPTO. 1 DORM.-PLENO CENTRO-PILAY ADJUDICADO,34.000,9 de Julio 2200,70,3,1
VENTA CAMPO 2HA con CASA GALPON ARROYO AGUIAR,60.000,Ruta 82-s S/N,20000,,
CASA A LA VENTA - PJE HUERGO 2912,65.000,Pje Huergo 2900,92,4,1
Venta dpto de 1 dorm más cochera Portales III,80.000,4 de Enero 2700,41.43,2,1
VENTA PISO SOBRE GRAL. LOPEZ 2800  - EXCELENTE!,Solicitar precio,Avenida General López 2800,205,6,2
SE VENDE CASA 4 DORMITORIOS EN COLASTINE,98.000,Timbues y Ubajay 0,172,5,2
Amplio Dpto. de 2 Dorm en B. Centro Sur con Balcón,90.000,25 de Mayo 1900,82.3,4,1
Gran casa - 3/4 Dorm. - PATIO en z/ Basílica Gpe.,155.000,Javier de la Rosa 400,429,8,2
VENTA DPTO TORRE ELE -1 DORM OPORTUNIDAD INVERSION,Solicitar precio,Eva Perón 2900,58.72,2,1
VENTA DPTO 2 DORM FOMENTO 9 DE JULIO,108.320.000ARS,Avenida Facundo Zuviría 4600,78,3,1
CASA A ESTRENAR EN BARRIO FOMENTO 9 DE JULIO,210.000,J. Iturraspe 2600,221,5,2
VENTA de GRAN TERRENO EN BARRIO ALDEA SETUBAL -,Solicitar precio,Calle los Eucaliptus 4500,,,
VENTA DEPARTAMENTO DE 2 DORMITORIOS EN BARRIO SUR,43.000,San Lorenzo 1000,60,3,1
Venta de Terreno en Arroyo Leyes,17.000,Ruta 1 Km 15 Lado Oeste (calle Quina) S/N,,,
VENTA CASA A REFACCIONAR SOBRE AV. GRAL PAZ,50.000,Avenida General Paz 7800,112,3,1
CASA A RESTAURAR A LA VENTA !!,100.000,Saavedra 2300,163,4,2
