Nombre,Precio USD,Dirección,M2 Totales,Ambientes,Baños
VENTA DE CASA EN COLASTINÉ N. CON GRAN FORESTACIÓN,155.000,Calle Las Casuarinas 7200,1207,5,2
Se venden tres lotes en Arroyo Leyes,45.000,Calle los Naranjillos S/N,,,
COCHERA EN ZONA CENTRO/TERMINAL,9.000,Catamarca 2200,12.5,,
Se Vende Galpon Zona Norte,79.000,Europa 8400,180,,1
Venta Interno 2 dorm Bº Sto Cabral,38.000,Marcial Candioti 5900,80,3,1
Venta Dpto 2 dorm. en desarrollo - Excelente zona,125.700,San Lorenzo 2700,74.5,3,2
TERRENO EN VENTA SOBRE EL RIO UBAJAY,47.500,Calle 121 S/N,,,
DEPARTAMENTO DOS DORMITORIOS A LA VENTA,28.000,Corrientes 4000,46,3,1
Se vende casa en Guadalupe Oeste,48.000,Pavón 1200,181,4,1
Venta Departamento 3 Dorm Frente al Parque del Sur,52.000,Avenida Juan José Paso 2900,75,4,1
VENTA CASA B° LOS CONQUISTADORES SAUCE VIEJO,Solicitar precio,Calle 16 0,109.1,3,1
3 departamentos y galpón. SE VENDE,30.000,Roque Sáenz Peña 1600,285,9,4
TERRENO 800 M2,30.000,Luis Maria Echeverry 600,179,3,2
VENTA CASA DE CATEGORIA EN RECREO CENTRO,Solicitar precio,Juan de Garay 1700,646,10,3
VENTA COCHERA CUBIERTA <>EDIFICIO URQUIZA NATURAL,12.000,Urquiza 1700,15,,
IMPORTANTE TERRENO 340M2 CON DPTO Y 10 COCHERAS,130.000,Lavaisse 3100,,,
VTA DE CASA EN GUADALUPE TERRENO 9X35 PIEDRAS 7940,150.000,Piedras 7900,191,3,2
Depto. 2 dormitorios en Terrazas de Boulevard,230.000,Boulevard Gálvez 1100,107,4,2
Depto 2 dorm y patio en micro-centro a refaccionar,65.000,San Jeronimo 1900,102,3,1
TERRENO IDEAL ARROYO LEYES!!,25.000,Calle 24 S/n S/N,,,
Venta Casa en venta Aires del llano,Solicitar precio,Aires del Llano 300,336,6,4
VENTA DEPARTAMENTO 1 DORMITORIO Z/ PARQUE FEDERAL,50.000,Pedro Zenteno 2300,37,2,1
"Se vende Casa en Zona Norte, a metros de Peñaloza",40.000,Presbitero Luis V.dusso 6600,95,3,1
SE VENDE CASA DE CATEGORIA A 100m DE BOULEVARD!!,350.000,Avenida Gobernador Freyre 3300,410,6,3
CASA QUINTA EN SAN JOSE DE RINCON,75.000,Luis Maria Echeverry 600,179,3,2
"Venta de Dpto. Interno de 2 dorm., patio y cochera",Solicitar precio,Pedro Díaz Colodrero 2100,83,3,1
DEPARTAMENTO EN EDIFICIO MIRADOR DE LA LAGUNA,130.000,Avenida Leandro N. Alem 3200,88.92,4,1
Casa en venta de 3 dormitorios y patio en zona sur,72.000,Gobernador Tarragona 800,106,4,1
Casa impecable en venta 2 dormitorios en Guadalupe,69.000,Pavón 1000,91,4,2
Casa Interno NO PH 9 Julio 2800 tres dormitorios,115.000,9 de Julio 2800,143,5,2
"VENTA CASA A 50 METROS DE LA RUTA 1, CON PILETA",90.000,Callejon Pintos 0,155.82,3,1
SE VENDE CASA EN SANTO TOMÉ - EXCELENTE UBICACIÓN,65.000,Castelli 3400,120,4,1
Propiedad en E. Zeballos 3800 con gran terreno.,99.000,Estanislao Zeballos 3800,150,6,3
VENTA CASA  EN LAGUNA PAIVA,57.000,Sargento Cabral 300,260,5,1
Venta Departamento 2 dormitorios zona céntrica,59.000,San Jerónimo 2700,68,3,1
Se vende departamento 3 dormitorios zona centro.,145.000,9 de Julio 2300,100,4,2
Venta Casa de 4 dormitorios y Piscina - El Paso,Solicitar precio,El Paso 300,315.05,7,4
SE VENDE DEPARTAMENTO DE 2 DORMITORIOS CON TERRAZA,74.000,Pasaje Barros 3300,91,3,1
"PJE 40,5 (Altura Alvear 8900) terreno en venta",23.000,Pje 40.5 S/N,,,
Casa en Candioti Norte,64.000,Sarmiento 4000,87,3,1
Se vende propiedad única en su estilo,250.000,Pasaje 13 de Diciembre 2900,579,7,4
VENTA CASA 4 DORMITORIOS,170.000,Francia 1600,146,5,1
"VENTA DE DEPARTAMENTO EN ""PORTALES VI""",Solicitar precio,Hipólito Irigoyen 2700,53.16,3,1
OFICINAS EN VENTA TORRE II - RIO ARRIBA,109.325.000ARS,Angela Teresa Vigetti 0,44,,2
CASA A LA VENTA EN SANTO TOME,75.000,Sarratea 4700,500,4,2
2 dormitorios - TORRE CATALINA / alquilado,195.000,Catamarca 3100,84.3,4,2
VENTA LOTE RUTA  1 KM 1 A 250 MTRS DE LA RUTA,50.000,Calle Canillitas 5200,,,
VENTA TERRENO EN SOLARES DE PAUCKE,61.000,Calle Desconocida  S/N,,,
"ESPECTACULAR CASA R.1 km 0,5 a 250mtrs de la ruta",170.000,Calle Callejon Canillitas 5200,1518,9,2
SE VENDE CASA-GALPON-DEPARTAMENTOS SOBRE RUTA 11,130.000,Fresnos 0,434,9,4
SE VENDE CASA CON GRAN TERRENO EN SANTA FE,45.000,Gobernador Vera 4100,344,4,1
COCHERA EN VENTA - BARRIO CANDIOTI SUR,15.000,Gobernador Candioti 1100,12.78,,
Gran casa en Barrio Sur (3 de Febrero y Saavedra),270.000,3 de Febrero 3300,340,7,4
"Venta 3,4 Hectareas, Altos del Valle",140.000,Cjón Roca 2300,,,
"Se Vende 6,79 Hectareas, Altos del Valle",230.000,Callejón Roca 2100,,,
VENTA CASA 3 DORMITORIOS PJ ROMERO 9357 SANTA FE,59.000,Pasaje Romero 9300,165,8,1
IMPECABLE INTERNO EN BARRIO SUR,110.000,Saavedra 1600,103.7,3,1
VENTA CASA 2 DORM  COCHERA Y PATIO BARRIO LEDESCO,40.000,25 de Mayo 8900,89,3,1
VENDE LOCAL EN ESQUINA ENTRE BOULEVARES SANTA FE,Solicitar precio,San Lorenzo 1800,86,,1
Venta Casa PB 2 dorm cochera y terraza - Guadalupe,110.000,Hernandarias 400,72,3,1
CASA A LA VENTA CON PATIO!!,Solicitar precio,Diagonal Goyena 3400,194,6,2
Departamento 1 dormitorio + Patio-Barrio Belgrano.,Solicitar precio,1º de Mayo 6800,55,2,1
CASA CON GALPON MAS EXTENSO TERRENO EN RECREO,Solicitar precio,Calle M a Einstein 200,273.67,3,1
VENTA CASA QUINTA 2 DORMITORIOS EN RINCON,83.000,La Colmena 0,1261,3,1
PH PLANTA ALTA EXCELENTE UBICACIÓN SOBRE BV,Solicitar precio,Boulevard Gálvez 900,447,5,2
2 dormitorios en construcción,160.000,Gobernador Vera 3400,73.16,3,1
"Interno 2 Dorm, lavadero, patio c/asador",28.000,Cochabamba 4400,87,4,1
"VENTA DE CASA EN PH, DOS DORMITORIOS C/COCHERA",62.000,Avellaneda 4600,105.51,4,1
SE VENDEN 2 DPTOS. DE 2 DORM. C/U Y GALPON,95.000,Pje. Miguez 5900,304,8,1
VENTA DEPARTAMENTO ZONA CENTRO,48.000,Calle Hipólito Irigoyen 2600,40,2,1
Venta dpto a estrenar 2 dorm sobre Gral. Paz 6400,110.000,Avenida General Paz 6200,80,3,1
Venta dpto a estrenar 1 dorm sobre Gral. Paz 6400,80.000,Avenida General Paz 6200,55,2,1
Galpon en VENTA San Juan 1200,85.000,San Juan 1200,404,,1
Venta dpto a estrenar 2 dorm sobre Gral. Paz 6400,120.000,Avenida General Paz 6200,81,3,1
Casa 5 dorm y gran lote sobre Ruta 1 km 5 Rincón,145.000,"Teófilo Madrejón, Ruta 1 Km 5, Villa California, San José del Rincón, 1400",1400,7,2
Lote en venta Nuevos Aires-Posesión Inmediata,70.000,Autopista Rosario - Santa Fe S/N,,,
VENTA DEPTO 1 DORM B° RECOLETA EN POZO A MTS DE BV,Solicitar precio,San Jerónimo 3400,45,2,1
PROPIEDAD IDEAL PARA DESARROLLO INMOBILIARIO,270.000,Avenida General López 2400,283,6,2
Se vende | Terreno en Santo Tomé,12.000,Calle Desconocida  S/N,,,
AMPLIA CASA EN BARRIO CONSTITUYENTES,Solicitar precio,Gobernador Crespo 2900,198,8,2
Importante casa en PB en barrio centro/sur.,250.000,Urquiza 1800,391,6,3
Se vende | Terreno en Santo Tomé,12.000,Calle Desconocida  S/N,,,
Venta  cochera cubierta en barrio Sur,10.000,1º de Mayo 1000,12,,
"1 dorm. Torre Catalina, se encuentra alquilado",125.000,Catamarca 3100,67.62,2,1
CASA 2 DORMITORIOS REFACCIONADA A NUEVO,Solicitar precio,Solís 2800,100,3,1
VENTA TERRENO LAGOS DEL LEYES - ARROYO LEYES,16.000,Calle Desconocida  S/N,,,
VENTA TERRENO EN LAGOS DEL LEYES  - ARROYO LEYES,15.900,Calle Desconocida  S/N,,,
VENTA DEPARTAMENTO UN DORMITORIO AMOBLADO COMPLETO,35.000,Lisandro de la Torre 3900,71,2,1
Propiedad sobre Avenida 7 Marzo,Solicitar precio,Avenida 7 de Marzo 1700,331.5,12,2
VENTA DPTO. de 1 DORMITORIO a METROS DE BOULEVARD,Solicitar precio,Urquiza 3400,46,2,1
Dpto impecable de 1 dormitorio en venta ametros BV,72.000,1º de Mayo 3400,42.69,3,1
Casa 3 Dorm y Pile Sauce Viejo,57.000,Calle Presidente Bartolomé Mitre 1200,350,4,1
Galpón industrial en parque Los Polígonos Santa Fe,Solicitar precio,Avenida Teniente Loza 7100,595,,2
SE VENDE CASA 2 DORM  ZONA GRANJA DE ESMERALDA,Solicitar precio,Misiones 2200,339,4,2
Venta de Casa en Planta Baja en Santo Tome,45.000,Alberdi 2000,130,5,1
REMAX Vende Casa a Refaccionar en Monte Vera.,85.000,Calle Córdoba 1600,320,11,2
CASA EN VENTA EN SANTO TOME CON PATIO Y PILETA,120.000,Alsina 2800,294.03,5,2
VENTA HERMOSO LOTE EN CLUB DE CAMPO EL PASO,170.000,Autovia Santa Fe- Rosario S/N,,,
Terreno en venta en Candioti pueblo,12.000,J. J. Paso 0,,,
Casa 2 dormitorios con patio verde,130.000,Córdoba 3400,145,3,2
VENTA DPTO. 1 DORM. A MTS. DE BV 100 % FINANCIADO,Solicitar precio,San Jerónimo 3400,45,2,1
TERRENO 333 Metros cuadrados en barrio Sur,180.000,Moreno 2700,,,
VENTA COCHERA CENTRICA  -EDIFICIO SANCOR-U73,11.000,San Jerónimo 2000,12,,
Casa Interna con gran terraza en Candioti Sur,65.000,Seguí 1600,114,4,1
Venta Galpon,35.000,Avenida Presidente Perón 3800,160,,1
Casa con pileta en venta a 100 metros de Ruta N1,90.000,Santa Rosa 5500,196,5,2
VENTA CASA - PLANTA ALTA - A 2 CUADRAS DE BV,55.000,La Paz 3600,78,4,1
SE VENDE CASA 4 DORM Y PILETA EN HERNANDARIAS 3300,98.000,Hernandarias 3300,180,6,2
Venta Casa Club de Campo El Paso,500.000,Autovia Santa Fe- Rosario 3100,420,8,3
Se vende casa de 3 dorm. en Country Los Molinos,190.000,Calle 3 900,600,5,3
VENTA! HERMOSO DUPLEX DE 2 DORMITORIOS EN STO.TOME,79.000,Salta 3000,55,3,2
TERRENO EN SANTO TOME.,15.000,Republica de Chile 4100,,,
VENTA CASA 2 DORMITORIOS LAVALLE 5300 SANTA FE,95.000,Lavalle 5300,165,4,1
Casa en Country Los Molinos,155.000,Los Molinos 0,357,5,3
3 dormitorios en construcción Torre Julia.,269.000,9 de Julio 2600,109.88,5,2
VENTA CASA EN AIRES DEL LLANO,249.000,Manzana el Amanecer 0,1011,8,2
"REMAX VENDE CASA Y TERRENO DE 7,2 HA SOBRE RUTA 1",210.000,Ruta 0,175,1,1
LOTE EN BARRIO LOS DOMINGOS EN VENTA,25.000,Loteo los Domingos S/N,,,
Casa amplia en venta con departamento interno,175.000,San Jerónimo 5100,420,7,2
"TERRENO SOBRE CALLE SARMIENTO, 520 M2",25.000,Sarmiento 3600,,,
TERRENO DE 20 X 30. HABILITADO PARA CONSTRUIR,37.000,"Lote 3 y 4, Manzana 35 S/N",,,
TERRENO EN VENTA - COLASTINE,24.000,Calle S/n Colastine 1000,,,
Terreno en Venta en Sauce Viejo sobre la ruta,21.000,Ruta 11 S/n S/N,,,
TERRENOS EN VENTA - COLASTINE,72.000,Calle S/n - Colastine 1000,,,
VENTA COCHERA EN METRO PARKING,7.500,Rivadavia 3100,12.5,,
Venta casa a refaccionar - N. R. Peña 648,25.000,Nicolás Rodríguez Peña 500,130,3,1
"TERRENO EN VENTA LOTE 24 EN ""BRISAS DE LUJÁN""",33.000,Maletti 3100,,,
DEPARTAMENTO 1 DORMITORIO BARRIO SARGENTO CABRAL,58.000,Mitre 5700,45.9,2,1
DEPARTAMENTO PLANTA ALTA BARRIO SARGENTO CABRAL,51.000,Mitre 5700,41.4,2,1
DEPARTAMENTO PLANTA ALTA BARRIO SARGENTO CABRAL.,52.000,Mitre 5700,40.75,2,1
DEPARTAMENTO PLANTA ALTA BARRIO SARGENTO CABRAL,50.000,Mitre 5700,40.75,2,1
COCHERA EN  VENTA BARRIO SARGENTO CABRAL,8.500,Mitre 5700,12,,
"Terreno en Barrio "" Las Delicias"" Sauce Viejo",20.000,Estados Unidos S/n S/N,,,
Dpto. 1 dorm. con vista al puerto en CAM 95.,100.000,Rivadavia 2700,58,2,1
Galpón a la venta a metros de Av Fdo Zuviría.,210.000,Presidente Julio A. Roca 3100,280,,1
DEPARTAMENTO BARRIO SARGENTO CABRAL,59.000,Mitre 5700,40.75,2,1
VENTA DEPTO 2 DORMITORIOS MACROCENTRO SANTA FE,65.000,4 de Enero 2200,63,7,1
Venta Lote en Santo Tomé,25.000,Castelli 3900,,,
"Quinta en Sauce Viejo Barrio ""Las Delicias""",75.000,Estados Unidos S/n 0,133,3,1
Depto. 2 Dorm.-Pilay NO adjudicado Avanzado,27.000,Entre Bvs 1000,135,3,1
Galpón con Oficina y Baño,75.000,Avenida José Gorriti 3200,180,,1
VENTA CASA CLUB DE CAMPO EL PASO C/VISTAS AL GOLF.,480.000,El Paso Lotes 498 y 499 Al Golf 3000,285,5,2
Oportunidad- Dpto en Pozo- Entrega Y financiación,60.000,Salvador del Carril 1600,40,1,1
Se vende Departamento 2 Dormitorios con Cochera,110.000,Av. Aristóbulo del Valle 3900,70,3,1
Casa en venta Barrio Sur Tribunales,160.000,Amenábar 3000,176,4,3
VENTA Casa con 2 locales Santa Fe,38.000,Cafferata 8400,306,8,4
VENTA DPTO de 1 Dormitorio-SIN ENTREGA a mts de BV,Solicitar precio,San Jerónimo 3400,45,2,1
VENTA - GRAN LOCAL COMERCIAL CENTRICO,110.000,Rivadavia 2700,176,,2
TERRENO en Venta en PRADERAS 3,30.000,La Plata 100,,,
TERRENO en Venta en PRADERAS 3,30.000,La Plata 100,,,
Venta Casa 7 dorm a Refaccionar,75.000,Avenida López y Planes 4300,313,8,2
Venta Departamento Torre OSLO 1 dormitorio,88.000,25 de Mayo 3200,52,2,1
Venta Casa 4/5 dormitorios y piscina en Guadalupe,380.000,Hernandarias 700,499,11,4
Terreno- Galpón en venta de 5700 m2 apto depósito,650.000,Avenida Aristóbulo del Valle 9100,,,
VENTA LOCAL COMERCIAL SOBRE BOULEVARD GALVEZ,180.000,Boulevard Gálvez 1700,49,,
venta terreno  lote 2 en Monte Vera,33.000,La Rioja 1100,,,
Se vende Cochera en Complejo Bulevard Center,20.000,San Martín 3600,12.5,,
Dpto 3 dorm. Pisos Exclusivos. Calidad Premium,340.000,Francia 2400,150,6,2
DEPARTAMENTO EN VENTA CON COCHERA - B° RECOLETA,137.500,San Martín 3300,120,5,2
Local Comercial a Estrenar-a solo 100M de peatonal,Solicitar precio,Hipólito Irigoyen 2700,45.92,,1
Casa en venta Jorge Newbery,115.000,Las Glicinas 4000,342,4,2
Casa a refaccionar con Gran Potencial,Solicitar precio,José Quintana 1700,146,2,1
VENTA 2 DORMITORIOS SUITE. PREMIUM BARRIO CANDIOTI,Solicitar precio,Suipacha 2100,84,3,2
COCHERA CUBIERTA TORRE ZEUS BARRIO CANDIOTI,Solicitar precio,Suipacha 2100,15,,
VENTA  INMUEBLE A REFACCIONAR EN  MACROCENTRO,Solicitar precio,25 de Mayo 3100,221.76,4,1
Casa a refaccionar a 100mtr de Lopez y Planes,48.000,Ecuador 3700,152,3,2
Venta Dpto 2 dorm/patio z/Htal. Cullen,64.000,San Lorenzo 2200,64.82,3,1
Venta Terreno  lote 1 en Monte Vera.-,33.000,La Rioja 1100,,,
VENTA DE GRAN TERRENO-IDEAL PARA LOTEAR O GALPONES,15.000,Menchaca S/N,,,
Departamento planta baja de 2 dormitorios,59.000,Rivadavia 2600,83,3,1
Lote en Sauce Viejo. Barrio Los Conquistadores,12.000,Calle 14 Entre 45 y 47 S/N,,,
Vende Casa de 4 Dormitorios cochera y pileta .,100.000,San José 5100,186,5,2
DEPARTAMENTO EN AMARRAS CENTER,150.000,Sara Pinasco de Julierac 1700,81,3,2
TERRENO EN VENTA BARRIO LOS DOMINGOS - SAUCE VIEJO,18.000,Agustin P. Justo y Ruta 11 S/N,,,
Se Vende Dpto de 2 dorm en Fonavi San Jerónimo,14.000,Libertad 3800 Manzana 4 Escalera 15 3800,52,3,1
SE VENDE CASA EN BARRIO SAN MARTIN,Solicitar precio,Alberti 4200,130,5,2
Hectáreas en San José de Rincon.,70.000,Callejón Pintos S/N,,,
SE VENDE CASA DE 3 DORMITORIOS EN SANTO TOME,55.000,Lisandro de la Torre 1600,95,5,1
Galpón con casa sobre Av. Fdo. Zuviría,Solicitar precio,Facundo Zuviría 5200,352,,4
"LOTE  BARRIO ABIERTO ""LOS DOMINGOS"" SAUCE VIEJO",12.000,Calle Desconocida  S/N,,,
"Departamento en venta B° Roma, 2 Dorm. con Cochera",43.000,Santiago de Chile 2400,77.3,3,1
Terreno con o Sin Proyecto Barrio Candioti | VENTA,300.000,República de Siria 3800,,,
Piso de categoría frente a la plaza Constituyentes,380.000,Urquiza 3200,223,5,3
SE  VENDE TERRENO EN SANTO TOME !!,60.000,3 de Febrero S/N,,,
Dpto en pozo 1 dormi con patio y cochera Santoto.,39.900,Salta 2500,46,2,1
Dpto 1 dormi en pozo en Santoto,38.000,Gaboto 1600,40,2,1
CASA A LA VENTA CON GRAN TERRENO Y DOS DPTOS,Solicitar precio,J. P. López 2000,433,4,1
VENTA DPTO 1 DORMITORIO BARRIO CANDIOTI NORTE!!!,70.000,Domingo Silva 1200,50,2,1
SE VENDE CASA QUINTA A REFACCIONAR A 100 M DEL RIO,51.000,Calle 0,290,4,1
VENTA - CASA INTERNA CON GALPON - GUADALUPE OESTE,Solicitar precio,Pavón 2300,194,5,1
"Casa 3 d, patio y cochera 7 Jefes APTA A CRÉDITO",180.000,Córdoba 800,391,6,2
VENTA CASA 2 DORM. B° ROMA A REFACCIONAR,38.000,Juan Díaz de Solís 2500,107.9,3,2
Gran terreno en venta en Santo Tomé,12.600,Aristóbulo del Valle 3300,,,
Casa Quinta de 3 dorm 3 baños a 100m de Ruta 1,180.000,Zapata Gollan 1400,1801,5,3
Se vende casa interna en Santa Fe,Solicitar precio,Boneo 3700,138,4,1
VENDE departamento primer piso por escalera,50.000,Avenida General Paz 7300,85.25,3,1
VENTA DPTO 2 DORM TORRE LE COIN sobre Boulevard,200.000,Boulevard Gálvez 2400,82.35,3,2
Se Vende Casa a Terminar en Recreo SUR !!!,55.000,San Juan S/n 1100,120,3,1
VENTA DEPARTAMENTO PORTAL AVENIDA AL FRENTE,Solicitar precio,Avenida Gobernador Freyre 3100,58,2,1
VENTA DEPARTAMENTO CAM PORTAL AVENIDA 1 DORMITORIO,Solicitar precio,Avenida Gobernador Freyre 3100,58,2,1
DEPARTAMENTO DE 2 DORMITORIOS TIPO LOFT,70.000,Obispo Gelabert 1800,63,3,1
VENTA DEPARTAMENTO MONOAMBIENTE SANTO TOME,45.000,Obispo Gelabert 1800,40.45,1,1
VENTA DEPARTAMENTO DE DOS DORMITORIOS FINANCIADO,73.000,Obispo Gelabert 1800,68.22,3,1
CASA en VENTA ARROYO LEYES apta a crédito,85.000,Las Limas 2300,254,6,2
VENTA CASA-QUINTA 4 DORM. SAUCE VIEJO,120.000,Calle Presidente Luis Sáenz Peña 1100,223,6,3
Venta terreno 1007 m2 en Nuevos Aires B6,65.000,Nuevos Aires Barrio 6 S/N,,,
Venta Casa 2 dorm con piscina y parque - Colastiné,130.000,Calle Mocovi 6300,205,3,2
VENTA DEPTO 1 DORM B° RECOLETA EN POZO A MTS DE BV,Solicitar precio,San Jerónimo 3400,45,2,1
VENTA Terreno-Loteo Brisas del Luján-Laprade 3100,23.691,Laprade 3100,,,
DPTO. AQUARELLA en VENTA- 1 DORMITORIOS.,Solicitar precio,La Rioja 3300,45,2,1
VENTA CASA EN ESQUINA 2 DORM - ALTOS DEL VALLE,45.000,Los Nogales 2600,74,3,1
CASA - IDEAL CLINICA/EMPRENDIMIENTO - VENTA,110.000,Avenida Gobernador Freyre 3100,102.47,3,1
2 dormitorios Torre Catalina,200.000,Catamarca 3100,109.77,4,2
Venta Casa 3 dormitorios con Piscina en Guadalupe,200.000,Defensa 7000,200,5,3
VENTA CASA 4 DORM COCHERA Y PATIO EN SANTO TOME,Solicitar precio,Gobernador Iriondo 1900,226,6,2
Cochera en venta en pleno microcentro,14.000,9 de Julio 2000,12.79,,
Casa en Pje Drago casi Cdo Pujato. Barranquita,45.000,Pasaje L. M. Drago 3600,165,4,1
COCHERA PARA DOS AUTOS,Solicitar precio,Urquiza 2800,33.48,,
Planta alta de 2 dormitorios céntrica,95.000,San Jerónimo 2700,95.1,4,1
SE VENDE TERRENO EN SANTO TOMÉ EXCELENTE UBICACIÓN,37.500,Maletti 3100,,,
SE VENDE TERRENO EN SANTO TOMÉ EXCELENTE UBICACIÓN,23.400,Laprade 3100,,,
CASA EN VENTA GUADALUPE ESTE,150.000,Riobamba 7500,190.86,12,2
VENTA CASA 2 DORMITORIOS ZONA JERARQUICOS,55.000,Pasaje Fray Luis Beltrán 4500,131,4,1
DEPTO 1 DORM. AL FRENTE EN VENTA - TORRE ELE 1,79.000,4 de Enero 2700,58,2,1
VENTA COCHERA TECHADA EN ZONA DE MICROCENTRO,7.000,Eva Perón 2400,13.8,,
"VENTA DPTO 1 D. FINANCIADO EN 60 CUOTAS, mts de BV",Solicitar precio,San Jerónimo 3400,45,2,1
"VENTA DPTO de 1 D.,B.RECOLETA EN POZO,a mts de BV.",Solicitar precio,San Jerónimo 3400,45,2,1
Se vende terreno en Arroyo Leyes,25.200,Los Fresnos y Las Perdices S/N,,,
"CASA EN BARRIO ""LAS MORAS"" -MONTE VERA",Solicitar precio,República de Bolivia 6200,788.92,4,2
VENTA CASA CON GALPÓN,40.500,Santiago de Chile 1400,168,6,1
Lotes en vta-a 100mt de ruta 11-Villa Industrial,18.500,Juan de Garay S/N,,,
VENTA CASA A REFACCIONAR BARRIO SUR,65.000,Uruguay 3400,66.94,5,1
Se vende lote en Sauce Viejo,Solicitar precio,Presidente Julio Argentino Roca S/N,,,
Se vende lote sobre el Rio - Sauce Viejo,Solicitar precio,Presidente Julio Argentino Roca S/N,,,
SE VENDE TERRENO SOBRE RIVADAVIA EN SANTO TOME,72.000,Rivadavia 1500,,,
DEPARTAMENTO EN  B. CONSTITUYENTE 2 DORMITORIOS,Solicitar precio,Urquiza 2900,91,4,2
DPTO. AQUARELLA EN VENTA-2 DORMITORIOS Y 2 BAÑOS,Solicitar precio,La Rioja 3300,68,3,2
"Terreno Brisas del Luján, Santo Tomé, 10x26mts",20.000,Avenida Lujan y Maletti S/N,,,
"Venta Dpto Las Flores II, piso 2 con 2dormitorios",15.000,Aguado 7400 Mbk 7 7400,124,3,1
"TERRENO -  Tembé I Porá, Sauce Viejo - Santa Fe",12.500,Ruta Nacional 11 S/N,,,
Terreno a 200 Mts al sur de Ruta Nacional 19,90.000,Ruta Nacional 19 S/N,,,
"Terreno en Venta  Country ""Nuevos Aires"" Barrio 5",80.000,Calle Desconocida  S/N,,,
Dpto tipo Dúplex 2 dorm 2 balcones 2 baños,75.000,Amenábar 3500,75,3,1
Terreno de 1145 m² R 1 km 4.5 en venta,31.000,Calle de Las Sombras Sin Nro S/N,,,
EN VENTA: LOCAL COMERCIAL Bº CONSTITUYENTES,22.000,San Lorenzo 3000,21,,1
DPTO. AQUARELLA en VENTA- 2 DORMITORIOS y 2 BAÑOS.,Solicitar precio,La Rioja 3300,68,3,2
VENTA DEPTO 1 DORM B° RECOLETA EN POZO A MTS DE BV,Solicitar precio,San Jerónimo 3400,45,2,1
VENTA DEPTO 1 DORM B° RECOLETA EN POZO A MTS DE BV,Solicitar precio,San Jerónimo 3400,45,2,1
Cochera Barrio 7 jefes Costanera vende,8.000,Diagonal Matturo 700,23.89,,
TownHouses Planta Alta |Bygger Town Barrio Privado,159.500,Autopista Rosario - Santa Fe 0,109.5,4,2
TownHouses Planta Baja |Bygger Town Barrio Privado,175.700,Autopista Rosario - Santa Fe 0,119,4,2
Casa Housing Triplex | Bygger Town Barrio Privado,232.600,Autopista Rosario - Santa Fe 0,155.6,7,3
Casa Housing Duplex  | Bygger Town Barrio Privado,227.800,Autopista Rosario - Santa Fe 0,181,6,2
SE VENDE GALPON EN ZONA NORTE,55.000,Edmundo Rosas 9900,240,,1
TERRENO EN PRADERAS 3 - ANGEL GALLARDO,Solicitar precio,Brasilia 2800,,,
SE VENDE TERRENO EN COUNTRY NUEVOS AIRES,Solicitar precio,Autopista Santa Fe - Rosario S/N,,,
Venta Depto. 2 dormitorios María Selva a estrenar,65.000,Hernandarias 2200,60,3,1
"Venta Casa con gran terreno en ""Zona Purina""",35.000,3 de Febrero 4200,287.75,3,1
VENTA COCHERA CUBIERTA <>EDIFICIO URQUIZA NATURAL,12.000,Urquiza 1700,15,,
Casa quinta a 100mt de ruta. Jardines de la Costa-,90.000,Calle Orquidea Silvestre 0,132.81,3,1
Cochera en venta- zona céntrica,13.900,Corrientes 2400,12,,
LOTE DE TERRENO CON CASA A DEMOLER,70.000,Luciano Torrent 1400,,,
VENTA DPTO. 1 DORM. A MTS. DE BV 100 % FINANCIADO,Solicitar precio,San Jerónimo 3400,45,2,1
CASA QUINTA EN LAGOS DEL LEYES,Solicitar precio,Calle 80 S/n 0,50,3,1
Local Comercial en pleno centro de la ciudad!!!,230.000,Eva Perón 2600,206,,2
SE VENDE DEPARTAMENTO 2 DORM CAM DEL LAGO SANTA FE,110.000,San Jerónimo 1100,89,4,2
SE VENDE COCHERA EN TORRE PLATINA SANTA FE,12.000,Francia 2100,15,,
SE VENDE DEPTO 1 DORM CANDIOTI NORTE SANTA FE,Solicitar precio,Córdoba 1200,60,2,1
SE VENDE COCHERA EN CANDIOTI NORTE SANTA FE,15.000,Córdoba 1200,12,,
CASA EN SANTO TOME CENTRO MAS DEPARTAMENTO,Solicitar precio,Necochea 2200,102,4,2
Casa en venta cochera-patio-quincho- A. del Valle.,Solicitar precio,Los Azahares 10400,243,5,2
VENTA DPTO 2 DORMITORIOS A ESTRENAR – PLAN PILAY,45.000,Belgrano 4700,56,3,1
SE VENDE COCHERA EN SOFIA II SANTA FE,15.000,Rivadavia 2500,12,,
SE VENDE DEPTO 2 DORM EN SOFIA 2 OPORTUNIDAD,Solicitar precio,Rivadavia 2500,105,3,1
SE VENDE DEPTO EN CONSTRUCCION SANTA FE,90.000,Sarmiento 2700,50,2,1
1 dormitorio en construcción Torre Julia,159.000,9 de Julio 2600,66.54,2,1
SE VENDE TERRENO EN SANTO TOME EXCELENTE UBICACIÓN,22.300,Mauri 3100,,,
VENTA CASA ANTIGUA EN BARRIO SUR,Solicitar precio,4 de Enero 1000,145,5,1
Lote en Venta- Nuevos Aires- Barrio La Manza.,70.000,Autopista Rosario - Santa Fe S/N,,,
VENTA SEMI-PISO DE 1 DORM EN POZO ENTRE BOULEVARES,80.000,Avenida Gobernador Freyre 2700,48.5,2,1
